name,size,mounting_type,sensing_distance,output_type,operation_mode,connection_method,material_housing,io_link_baud_rate,overall_length,thread_length,degree_of_protection
E2E-X15C1L30 2M,M30,Quasi-flush,15 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15C1L30 5M,M30,Quasi-flush,15 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15C1L30-M1,M30,Quasi-flush,15 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,65 mm,IP67/IP69K
E2E-X15C230 2M,M30,Quasi-flush,15 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15C230 5M,M30,Quasi-flush,15 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15C230-M1,M30,Quasi-flush,15 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,39 mm,IP67/IP69K
E2E-X15C2L30 2M,M30,Quasi-flush,15 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15C2L30 5M,M30,Quasi-flush,15 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15C2L30-M1,M30,Quasi-flush,15 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,65 mm,IP67/IP69K
E2E-X15C330 2M,M30,Quasi-flush,15 mm,NPN,NO + NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,39 mm,IP67/IP67G/IP69K
E2E-X15C330-M1,M30,Quasi-flush,15 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,39 mm,IP67/IP69K
E2E-X15C3L30 2M,M30,Quasi-flush,15 mm,NPN,NO + NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,65 mm,IP67/IP67G/IP69K
E2E-X15C3L30-M1,M30,Quasi-flush,15 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,65 mm,IP67/IP69K
E2E-X16MB1T12 2M,M12,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X16MB1T12-M1,M12,Non-flush,16 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),48 mm,26 mm,IP67/IP69K
E2E-X16MB1T12-M1TJ 0.3M,M12,Non-flush,16 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X16MB1T12-R 2M,M12,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X16MB1T18 10M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB1T18 2M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB1T18 5M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB1T18-M1,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),53 mm,28 mm,IP67/IP69K
E2E-X16MB1T18-M1TJ 0.3M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB1T18-R 2M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB1TL12 2M,M12,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X16MB1TL12-M1,M12,Non-flush,16 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),70 mm,48 mm,IP67/IP69K
E2E-X16MB1TL12-M1TJ 0.3M,M12,Non-flush,16 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X16MB1TL18 2M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MB1TL18 5M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MB1TL18-M1,M18,Non-flush,16 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),75 mm,50 mm,IP67/IP69K
E2E-X16MB1TL18-M1TJ 0.3M,M18,Non-flush,16 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MB212 2M,M12,Non-flush,16 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X16MB212-M1,M12,Non-flush,16 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,26 mm,IP67/IP69K
E2E-X16MB218 2M,M18,Non-flush,16 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB218 5M,M18,Non-flush,16 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB218-M1,M18,Non-flush,16 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X16MB2L12 2M,M12,Non-flush,16 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X16MB2L12-M1,M12,Non-flush,16 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,70 mm,48 mm,IP67/IP69K
E2E-X16MB2L18 2M,M18,Non-flush,16 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MB2L18 5M,M18,Non-flush,16 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MB2L18-M1,M18,Non-flush,16 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X16MB3D18 2M,M18,Non-flush,16 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB3D18-M1,M18,Non-flush,16 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),53 mm,28 mm,IP67/IP69K
E2E-X16MB3D18-M1TJ 0.3M,M18,Non-flush,16 mm,"IO-Link, PNP",NO + NC,M12 pigtail Smartclick connector,"Brass, nickel plated",COM2 (38.4 kbps),55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MB3DL18 2M,M18,Non-flush,16 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MB3DL18-M1,M18,Non-flush,16 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),75 mm,50 mm,IP67/IP69K
E2E-X16MC112-M1,M12,Non-flush,16 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,26 mm,IP67/IP69K
E2E-X16MC118 2M,M18,Non-flush,16 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MC118 5M,M18,Non-flush,16 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MC118-M1,M18,Non-flush,16 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X16MC1L12 2M,M12,Non-flush,16 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X16MC1L18 2M,M18,Non-flush,16 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MC1L18 5M,M18,Non-flush,16 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MC1L18-M1,M18,Non-flush,16 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X16MC212 2M,M12,Non-flush,16 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,26 mm,IP67/IP67G/IP69K
E2E-X16MC218 2M,M18,Non-flush,16 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MC218 5M,M18,Non-flush,16 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MC218-M1,M18,Non-flush,16 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X16MC2L12 2M,M12,Non-flush,16 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,48 mm,IP67/IP67G/IP69K
E2E-X16MC2L18 2M,M18,Non-flush,16 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MC2L18 5M,M18,Non-flush,16 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MC2L18-M1,M18,Non-flush,16 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X16MC318 2M,M18,Non-flush,16 mm,NPN,NO + NC,Cable,"Brass, nickel plated",Not Applicable,55.3 mm,28 mm,IP67/IP67G/IP69K
E2E-X16MC318-M1,M18,Non-flush,16 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,53 mm,28 mm,IP67/IP69K
E2E-X16MC3L18 2M,M18,Non-flush,16 mm,NPN,NO + NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X16MC3L18-M1,M18,Non-flush,16 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,50 mm,IP67/IP69K
E2E-X18MB1T30 2M,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MB1T30 5M,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MB1T30-M1,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),58 mm,30 mm,IP67/IP69K
E2E-X18MB1T30-M1TJ 0.3M,M30,Non-flush,18 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MB1T30-R 2M,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MB1TL30 2M,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,52 mm,IP67/IP67G/IP69K
E2E-X18MB1TL30 5M,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,52 mm,IP67/IP67G/IP69K
E2E-X18MB1TL30-M1,M30,Non-flush,18 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),80 mm,52 mm,IP67/IP69K
E2E-X18MB230 2M,M30,Non-flush,18 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MB230 5M,M30,Non-flush,18 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MB230-M1,M30,Non-flush,18 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,30 mm,IP67/IP69K
E2E-X18MB2L30 2M,M30,Non-flush,18 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,52 mm,IP67/IP67G/IP69K
E2E-X18MB2L30-M1,M30,Non-flush,18 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,52 mm,IP67/IP69K
E2E-X18MC130 2M,M30,Non-flush,18 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MC130 5M,M30,Non-flush,18 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MC130-M1,M30,Non-flush,18 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,30 mm,IP67/IP69K
E2E-X18MC130-M1TJ 0.3M,M30,Non-flush,18 mm,NPN,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MC130-R 2M,M30,Non-flush,18 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MC1L30 2M,M30,Non-flush,18 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,52 mm,IP67/IP67G/IP69K
E2E-X18MC1L30 5M,M30,Non-flush,18 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,52 mm,IP67/IP67G/IP69K
E2E-X18MC1L30-M1,M30,Non-flush,18 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,52 mm,IP67/IP69K
E2E-X18MC230 2M,M30,Non-flush,18 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MC230 5M,M30,Non-flush,18 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,30 mm,IP67/IP67G/IP69K
E2E-X18MC230-M1,M30,Non-flush,18 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,30 mm,IP67/IP69K
E2E-X18MC2L30 2M,M30,Non-flush,18 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,52 mm,IP67/IP67G/IP69K
E2E-X18MC2L30-M1,M30,Non-flush,18 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,52 mm,IP67/IP69K
E2E-X1R5B1T8 2M,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5B1T8 5M,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5B1T8-M1,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Connector M12,Stainless steel,COM3 (230.4 kbps),43 mm,22 mm,IP67/IP69K
E2E-X1R5B1T8-M3,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Connector M8 - 4 pin,Stainless steel,COM3 (230.4 kbps),39 mm,22 mm,IP67/IP69K
E2E-X1R5B1T8-M5,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Connector M8 - 3 pin,Stainless steel,COM3 (230.4 kbps),39 mm,22 mm,IP67/IP69K
E2E-X1R5B1T8-R 2M,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5B1T8-R 5M,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5B1TL8 2M,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X1R5B1TL8 5M,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X1R5B1TL8-M1,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Connector M12,Stainless steel,COM3 (230.4 kbps),53 mm,36 mm,IP67/IP69K
E2E-X1R5B1TL8-M3,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Connector M8 - 4 pin,Stainless steel,COM3 (230.4 kbps),49 mm,36 mm,IP67/IP69K
E2E-X1R5B1TL8-M5,M8,Flush,1.5 mm,"IO-Link, PNP",NO,Connector M8 - 3 pin,Stainless steel,COM3 (230.4 kbps),49 mm,36 mm,IP67/IP69K
E2E-X1R5B28 2M,M8,Flush,1.5 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5B28 5M,M8,Flush,1.5 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5B28-M1,M8,Flush,1.5 mm,PNP,NC,Connector M12,Stainless steel,Not Applicable,43 mm,22 mm,IP67/IP69K
E2E-X1R5B28-M3,M8,Flush,1.5 mm,PNP,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X1R5B28-R 5M,M8,Flush,1.5 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5C18 2M,M8,Flush,1.5 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5C18 5M,M8,Flush,1.5 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5C18-M1,M8,Flush,1.5 mm,NPN,NO,Connector M12,Stainless steel,Not Applicable,43 mm,22 mm,IP67/IP69K
E2E-X1R5C18-M3,M8,Flush,1.5 mm,NPN,NO,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X1R5C18-M5,M8,Flush,1.5 mm,NPN,NO,Connector M8 - 3 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X1R5C18-R 2M,M8,Flush,1.5 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5C1L8-M5,M8,Flush,1.5 mm,NPN,NO,Connector M8 - 3 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X1R5C28 2M,M8,Flush,1.5 mm,NPN,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5C28 5M,M8,Flush,1.5 mm,NPN,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X1R5C28-M1,M8,Flush,1.5 mm,NPN,NC,Connector M12,Stainless steel,Not Applicable,43 mm,22 mm,IP67/IP69K
E2E-X1R5C28-M3,M8,Flush,1.5 mm,NPN,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X1R5D1-M1TGJ 0.3M,M8,Flush,1.5 mm,2-wire,NO,M12 pigtail Smartclick connector,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-M1TGJ-T 0.3M,M8,Flush,1.5 mm,2-wire,NO,M12 pigtail Smartclick connector,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-N 2M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-N 5M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-R-N 2M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-R-N 5M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-T-N 2M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-T-N 5M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-TR-N 2M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D1-TR-N 5M,M8,Flush,1.5 mm,2-wire,NO,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-M1TGJ 0.3M,M8,Flush,1.5 mm,2-wire,NC,M12 pigtail Smartclick connector,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-M1TGJ-T 0.3M,M8,Flush,1.5 mm,2-wire,NC,M12 pigtail Smartclick connector,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-N 2M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-N 5M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-R-N 2M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-R-N 5M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-T-N 2M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-T-N 5M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-TR-N 2M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X1R5D2-TR-N 5M,M8,Flush,1.5 mm,2-wire,NC,Cable,Stainless steel,,37.6 mm,25.8 mm,IP67/IP67G/IP69K
E2E-X20D130 2M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130 5M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-M1TGJ 0.3M,M30,Quasi-flush,20 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-M1TGJ-T 0.3M,M30,Quasi-flush,20 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-R 2M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-R 5M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-T 2M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-T 5M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-TR 2M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D130-TR 5M,M30,Quasi-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230 2M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230 5M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-M1TGJ 0.3M,M30,Quasi-flush,20 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-M1TGJ-T 0.3M,M30,Quasi-flush,20 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-R 2M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-R 5M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-T 2M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-T 5M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-TR 2M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20D230-TR 5M,M30,Quasi-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X20MB1TL18 2M,M18,Non-flush,20 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
